дата,регион,город,категория,товар,канал,количество,цена,продажи,прибыль
2025-05-30,Южный,Краснодар,Одежда,Куртка,Розница,4,8292,37314,15068
2025-05-30,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Розница,1,50536,56853,15803
2025-05-31,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,8,13927,125343,51272
2025-05-31,Центральный,Воронеж,Электроника,Ноутбук,Онлайн,7,73672,580167,163703
2025-05-31,Приволжский,Казань,Бытовая техника,Пылесос,Онлайн,8,14526,130734,30501
2025-06-01,Уральский,Екатеринбург,Книги,Учебник,Онлайн,7,1227,9877,2611
2025-06-01,Центральный,Воронеж,Книги,Роман,Онлайн,4,703,3234,1135
2025-06-01,Уральский,Екатеринбург,Бытовая техника,Пылесос,Розница,8,13715,126178,47173
2025-06-01,Уральский,Екатеринбург,Книги,Учебник,Розница,1,1246,1433,321
2025-06-01,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,3,44038,151931,56083
2025-06-02,Уральский,Екатеринбург,Книги,Роман,Онлайн,5,675,3881,1117
2025-06-02,Центральный,Москва,Электроника,Наушники,Розница,8,6161,56681,24298
2025-06-02,Приволжский,Самара,Книги,Роман,Онлайн,3,758,2615,807
2025-06-03,Приволжский,Казань,Электроника,Ноутбук,Розница,5,75028,431411,111236
2025-06-03,Южный,Ростов-на-Дону,Бытовая техника,Холодильник,Розница,3,56789,195922,87992
2025-06-03,Центральный,Воронеж,Книги,Учебник,Онлайн,1,1226,1410,461
2025-06-04,Уральский,Челябинск,Книги,Учебник,Розница,2,1224,2815,1262
2025-06-04,Приволжский,Казань,Бытовая техника,Холодильник,Онлайн,1,53594,61633,27169
2025-06-04,Южный,Краснодар,Электроника,Смартфон,Розница,2,44253,101782,41266
2025-06-04,Приволжский,Самара,Одежда,Куртка,Розница,2,9483,21811,8055
2025-06-04,Центральный,Воронеж,Электроника,Ноутбук,Розница,8,72299,665151,183811
2025-06-04,Южный,Ростов-на-Дону,Книги,Роман,Онлайн,4,716,3294,1392
2025-06-05,Южный,Краснодар,Одежда,Кроссовки,Розница,6,8141,56173,16651
2025-06-05,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,5,56984,327658,147317
2025-06-05,Уральский,Екатеринбург,Бытовая техника,Пылесос,Онлайн,7,12727,102452,37148
2025-06-05,Центральный,Тула,Бытовая техника,Пылесос,Розница,5,14813,85175,31775
2025-06-05,Центральный,Москва,Одежда,Кроссовки,Онлайн,7,7837,63088,18674
2025-06-06,Приволжский,Самара,Одежда,Футболка,Онлайн,8,1625,14950,3748
2025-06-06,Уральский,Екатеринбург,Книги,Учебник,Онлайн,8,1268,11666,4042
2025-06-06,Южный,Ростов-на-Дону,Одежда,Футболка,Розница,1,1412,1624,452
2025-06-07,Приволжский,Самара,Электроника,Ноутбук,Розница,7,79974,643791,154123
2025-06-07,Приволжский,Нижний Новгород,Электроника,Ноутбук,Онлайн,6,81274,560791,214293
2025-06-08,Приволжский,Самара,Книги,Учебник,Розница,4,1206,5548,2254
2025-06-08,Центральный,Москва,Электроника,Ноутбук,Онлайн,1,82665,95065,21272
2025-06-08,Приволжский,Самара,Книги,Учебник,Онлайн,6,1114,7687,1784
2025-06-08,Приволжский,Нижний Новгород,Электроника,Ноутбук,Онлайн,7,81333,654731,209130
2025-06-08,Южный,Сочи,Электроника,Ноутбук,Розница,8,84071,773453,328118
2025-06-09,Южный,Ростов-на-Дону,Бытовая техника,Пылесос,Розница,4,13139,60439,23017
2025-06-09,Уральский,Екатеринбург,Одежда,Куртка,Онлайн,3,8593,29646,13228
2025-06-10,Южный,Ростов-на-Дону,Одежда,Кроссовки,Онлайн,3,8165,28169,7014
2025-06-10,Приволжский,Казань,Одежда,Футболка,Онлайн,6,1512,10433,4563
2025-06-10,Уральский,Екатеринбург,Электроника,Ноутбук,Розница,1,71543,82274,28962
2025-06-11,Южный,Краснодар,Одежда,Куртка,Розница,2,9853,22662,5916
2025-06-11,Приволжский,Казань,Книги,Роман,Розница,8,673,6192,1789
2025-06-11,Уральский,Екатеринбург,Бытовая техника,Холодильник,Розница,5,56294,323690,113933
2025-06-11,Южный,Краснодар,Книги,Роман,Розница,2,697,1603,581
2025-06-11,Приволжский,Самара,Одежда,Футболка,Онлайн,3,1502,5182,1806
2025-06-11,Южный,Ростов-на-Дону,Электроника,Ноутбук,Онлайн,8,76453,703368,243815
2025-06-12,Приволжский,Самара,Книги,Роман,Розница,6,659,4547,1257
2025-06-12,Уральский,Челябинск,Бытовая техника,Холодильник,Розница,2,54489,125325,34091
2025-06-12,Центральный,Тула,Книги,Учебник,Розница,2,1277,2937,1192
2025-06-12,Центральный,Тула,Электроника,Наушники,Онлайн,7,5793,46634,13466
2025-06-12,Центральный,Москва,Бытовая техника,Холодильник,Розница,3,53673,185172,62358
2025-06-12,Уральский,Челябинск,Бытовая техника,Холодильник,Розница,6,49917,344427,86594
2025-06-13,Южный,Сочи,Электроника,Наушники,Онлайн,7,6417,51657,12236
2025-06-13,Южный,Ростов-на-Дону,Электроника,Смартфон,Онлайн,6,41487,286260,108621
2025-06-13,Приволжский,Самара,Книги,Учебник,Онлайн,7,1177,9475,3233
2025-06-13,Приволжский,Самара,Бытовая техника,Холодильник,Розница,7,55571,447347,161013
2025-06-13,Приволжский,Самара,Бытовая техника,Холодильник,Розница,1,47546,54678,24390
2025-06-14,Приволжский,Казань,Бытовая техника,Пылесос,Розница,8,15102,138938,38368
2025-06-14,Приволжский,Самара,Книги,Учебник,Онлайн,7,1165,9378,3785
2025-06-14,Уральский,Екатеринбург,Одежда,Кроссовки,Розница,6,6800,46920,20670
2025-06-14,Южный,Сочи,Книги,Роман,Розница,3,732,2525,804
2025-06-14,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,8,46176,424819,120677
2025-06-15,Южный,Ростов-на-Дону,Электроника,Ноутбук,Розница,1,77514,89141,28689
2025-06-15,Южный,Краснодар,Одежда,Кроссовки,Розница,5,7001,40256,11120
2025-06-15,Южный,Сочи,Книги,Роман,Онлайн,1,722,830,313
2025-06-15,Южный,Краснодар,Электроника,Смартфон,Онлайн,2,48163,110775,42154
2025-06-15,Южный,Краснодар,Одежда,Куртка,Онлайн,2,9187,21130,4701
2025-06-15,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,4,13958,64207,16062
2025-06-16,Центральный,Москва,Бытовая техника,Пылесос,Розница,7,14757,118794,46391
2025-06-16,Приволжский,Казань,Одежда,Куртка,Онлайн,5,9460,54395,22900
2025-06-16,Уральский,Челябинск,Книги,Учебник,Онлайн,8,1259,11583,3034
2025-06-16,Уральский,Челябинск,Книги,Учебник,Розница,3,1207,4164,1421
2025-06-17,Уральский,Челябинск,Электроника,Смартфон,Розница,6,49106,338831,115898
2025-06-17,Южный,Краснодар,Одежда,Куртка,Онлайн,5,9278,53348,18790
2025-06-17,Приволжский,Нижний Новгород,Одежда,Футболка,Онлайн,3,1444,4982,2229
2025-06-17,Центральный,Москва,Книги,Роман,Розница,2,726,1670,605
2025-06-17,Южный,Сочи,Электроника,Смартфон,Онлайн,2,41012,94328,28437
2025-06-18,Центральный,Тула,Электроника,Смартфон,Онлайн,3,43884,151400,39218
2025-06-18,Центральный,Тула,Бытовая техника,Пылесос,Розница,5,13907,79965,17269
2025-06-18,Южный,Краснодар,Одежда,Кроссовки,Онлайн,3,7921,27327,10403
2025-06-18,Уральский,Челябинск,Одежда,Куртка,Розница,5,9820,56465,21673
2025-06-18,Центральный,Воронеж,Бытовая техника,Пылесос,Розница,3,14407,49704,21019
2025-06-18,Приволжский,Нижний Новгород,Электроника,Ноутбук,Розница,5,71811,412913,178283
2025-06-19,Центральный,Воронеж,Бытовая техника,Холодильник,Розница,1,53712,61769,23682
2025-06-19,Уральский,Екатеринбург,Книги,Учебник,Онлайн,7,1177,9475,2540
2025-06-19,Приволжский,Казань,Книги,Учебник,Розница,2,1216,2797,605
2025-06-19,Южный,Ростов-на-Дону,Одежда,Кроссовки,Онлайн,1,7698,8853,1862
2025-06-19,Южный,Ростов-на-Дону,Одежда,Куртка,Онлайн,8,9469,87115,32887
2025-06-20,Центральный,Воронеж,Бытовая техника,Пылесос,Розница,7,15110,121635,35559
2025-06-20,Уральский,Екатеринбург,Книги,Роман,Онлайн,3,635,2191,972
2025-06-20,Уральский,Челябинск,Электроника,Наушники,Розница,5,6000,34500,7202
2025-06-21,Центральный,Воронеж,Электроника,Ноутбук,Розница,1,76526,88005,34945
2025-06-21,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Онлайн,1,54449,62616,20524
2025-06-22,Центральный,Москва,Бытовая техника,Холодильник,Онлайн,3,53380,184161,41222
2025-06-22,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,2,44974,103440,25881
2025-06-22,Центральный,Москва,Книги,Учебник,Онлайн,7,1158,9322,1921
2025-06-22,Южный,Сочи,Электроника,Наушники,Онлайн,3,5803,20020,8405
2025-06-22,Уральский,Екатеринбург,Одежда,Футболка,Онлайн,3,1482,5113,1118
2025-06-23,Центральный,Тула,Книги,Роман,Онлайн,1,753,866,372
2025-06-23,Приволжский,Казань,Одежда,Кроссовки,Розница,8,7789,71659,28553
2025-06-23,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,1,53001,60951,16499
2025-06-24,Южный,Краснодар,Электроника,Наушники,Онлайн,4,5630,25898,5266
2025-06-24,Южный,Ростов-на-Дону,Бытовая техника,Пылесос,Онлайн,4,13374,61520,24705
2025-06-24,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,1,47362,54466,19551
2025-06-24,Уральский,Челябинск,Одежда,Футболка,Онлайн,8,1363,12540,3322
2025-06-25,Центральный,Воронеж,Электроника,Смартфон,Розница,4,46993,216168,65245
2025-06-25,Уральский,Екатеринбург,Одежда,Куртка,Розница,2,8687,19980,8501
2025-06-25,Приволжский,Самара,Бытовая техника,Холодильник,Розница,8,52885,486542,212334
2025-06-26,Приволжский,Нижний Новгород,Книги,Роман,Онлайн,7,682,5490,1842
2025-06-26,Южный,Краснодар,Бытовая техника,Пылесос,Розница,3,12690,43780,13477
2025-06-26,Приволжский,Казань,Книги,Учебник,Розница,7,1121,9024,3286
2025-06-27,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Онлайн,2,51082,117489,37545
2025-06-27,Уральский,Челябинск,Одежда,Куртка,Розница,7,9425,75871,29463
2025-06-27,Уральский,Екатеринбург,Бытовая техника,Холодильник,Розница,7,56994,458802,201866
2025-06-27,Центральный,Воронеж,Книги,Учебник,Онлайн,2,1189,2735,1066
2025-06-27,Уральский,Екатеринбург,Бытовая техника,Пылесос,Онлайн,5,13269,76297,15279
2025-06-27,Уральский,Челябинск,Бытовая техника,Пылесос,Онлайн,1,15334,17634,5891
2025-06-28,Приволжский,Самара,Книги,Роман,Онлайн,2,684,1573,436
2025-06-28,Южный,Краснодар,Одежда,Футболка,Розница,4,1586,7296,3136
2025-06-28,Центральный,Тула,Одежда,Куртка,Онлайн,2,8789,20215,6745
2025-06-28,Южный,Краснодар,Бытовая техника,Холодильник,Онлайн,4,48239,221899,81274
2025-06-28,Уральский,Екатеринбург,Бытовая техника,Пылесос,Розница,6,15114,104287,33800
2025-06-29,Центральный,Москва,Одежда,Кроссовки,Онлайн,8,7479,68807,21903
2025-06-29,Уральский,Челябинск,Книги,Учебник,Онлайн,2,1125,2588,593
2025-06-29,Центральный,Воронеж,Бытовая техника,Пылесос,Онлайн,2,12906,29684,11310
2025-06-29,Уральский,Екатеринбург,Бытовая техника,Холодильник,Онлайн,5,51132,294009,82146
2025-06-30,Южный,Краснодар,Книги,Роман,Онлайн,5,656,3772,1677
2025-06-30,Южный,Краснодар,Одежда,Футболка,Розница,6,1496,10322,2927
2025-06-30,Уральский,Челябинск,Бытовая техника,Пылесос,Розница,3,14810,51094,20096
2025-06-30,Южный,Сочи,Бытовая техника,Пылесос,Онлайн,5,13877,79793,32588
2025-06-30,Южный,Сочи,Бытовая техника,Холодильник,Розница,3,49274,169995,74749
2025-07-01,Приволжский,Самара,Одежда,Кроссовки,Розница,3,7058,24879,6797
2025-07-01,Южный,Сочи,Одежда,Кроссовки,Онлайн,3,7550,26614,11168
2025-07-01,Уральский,Челябинск,Бытовая техника,Пылесос,Розница,6,13037,91911,19068
2025-07-01,Южный,Краснодар,Одежда,Футболка,Розница,3,1590,5605,1501
2025-07-01,Южный,Ростов-на-Дону,Электроника,Наушники,Онлайн,8,6480,60912,25287
2025-07-01,Южный,Сочи,Книги,Роман,Онлайн,8,680,6392,2355
2025-07-02,Приволжский,Самара,Бытовая техника,Холодильник,Онлайн,2,52399,123138,41699
2025-07-02,Уральский,Екатеринбург,Книги,Учебник,Онлайн,1,1298,1525,549
2025-07-02,Уральский,Челябинск,Книги,Учебник,Розница,1,1148,1349,489
2025-07-02,Центральный,Москва,Книги,Учебник,Розница,8,1149,10801,2685
2025-07-02,Уральский,Екатеринбург,Электроника,Смартфон,Розница,4,43229,203176,41225
2025-07-02,Центральный,Тула,Книги,Роман,Розница,1,687,807,179
2025-07-03,Уральский,Екатеринбург,Бытовая техника,Холодильник,Розница,7,49810,409687,134113
2025-07-03,Южный,Краснодар,Книги,Роман,Розница,1,741,871,358
2025-07-03,Уральский,Екатеринбург,Одежда,Кроссовки,Онлайн,3,7488,26395,7339
2025-07-04,Центральный,Воронеж,Книги,Роман,Розница,6,711,5013,1547
2025-07-04,Уральский,Екатеринбург,Одежда,Футболка,Онлайн,1,1604,1885,772
2025-07-05,Южный,Краснодар,Бытовая техника,Пылесос,Розница,3,12748,44937,16164
2025-07-05,Центральный,Воронеж,Одежда,Футболка,Онлайн,2,1504,3534,913
2025-07-05,Центральный,Тула,Бытовая техника,Пылесос,Розница,6,14915,105151,29312
2025-07-06,Южный,Сочи,Одежда,Куртка,Розница,1,8347,9808,3724
2025-07-06,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,4,48407,227513,89804
2025-07-06,Центральный,Воронеж,Книги,Роман,Розница,2,745,1751,384
2025-07-06,Южный,Краснодар,Одежда,Куртка,Розница,8,9702,91199,27413
2025-07-07,Южный,Сочи,Электроника,Смартфон,Онлайн,3,48211,169944,70427
2025-07-07,Южный,Сочи,Бытовая техника,Холодильник,Онлайн,2,51218,120362,31203
2025-07-07,Центральный,Москва,Книги,Учебник,Онлайн,1,1127,1324,585
2025-07-08,Центральный,Воронеж,Электроника,Смартфон,Онлайн,5,46508,273234,71413
2025-07-08,Приволжский,Нижний Новгород,Бытовая техника,Холодильник,Розница,6,47104,332083,137353
2025-07-08,Южный,Краснодар,Бытовая техника,Холодильник,Онлайн,2,47831,112403,34335
2025-07-08,Приволжский,Нижний Новгород,Бытовая техника,Пылесос,Онлайн,3,15125,53316,16833
2025-07-08,Приволжский,Нижний Новгород,Книги,Учебник,Онлайн,3,1186,4181,880
2025-07-09,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,7,47974,394586,80435
2025-07-09,Уральский,Екатеринбург,Бытовая техника,Пылесос,Онлайн,6,14573,102740,31923
2025-07-09,Центральный,Воронеж,Книги,Роман,Розница,7,670,5511,1653
2025-07-09,Уральский,Екатеринбург,Книги,Учебник,Розница,7,1125,9253,4003
2025-07-10,Приволжский,Казань,Книги,Роман,Онлайн,7,691,5683,1622
2025-07-10,Центральный,Москва,Книги,Учебник,Онлайн,2,1258,2956,671
2025-07-10,Центральный,Воронеж,Бытовая техника,Пылесос,Онлайн,4,14266,67050,13567
2025-07-10,Приволжский,Самара,Книги,Учебник,Розница,5,1262,7414,1852
2025-07-11,Уральский,Челябинск,Книги,Учебник,Розница,3,1264,4456,1885
2025-07-11,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,1,47836,56207,24550
2025-07-11,Уральский,Екатеринбург,Бытовая техника,Пылесос,Онлайн,6,13028,91847,27050
2025-07-11,Центральный,Тула,Книги,Учебник,Розница,4,1150,5405,1759
2025-07-12,Южный,Ростов-на-Дону,Электроника,Смартфон,Розница,7,48421,398263,167357
2025-07-12,Южный,Краснодар,Книги,Учебник,Розница,1,1088,1278,397
2025-07-12,Приволжский,Самара,Книги,Роман,Онлайн,5,730,4289,1407
2025-07-12,Уральский,Челябинск,Книги,Роман,Розница,1,685,805,263
2025-07-12,Южный,Краснодар,Одежда,Куртка,Розница,1,9163,10767,4500
2025-07-12,Южный,Ростов-на-Дону,Электроника,Наушники,Розница,6,5857,41292,14162
2025-07-13,Южный,Сочи,Бытовая техника,Холодильник,Онлайн,4,53540,251638,75961
2025-07-13,Южный,Сочи,Одежда,Куртка,Розница,1,9069,10656,4696
2025-07-13,Уральский,Челябинск,Электроника,Наушники,Розница,8,6106,57396,11683
2025-07-13,Уральский,Челябинск,Электроника,Ноутбук,Розница,2,80977,190296,75837
2025-07-13,Южный,Сочи,Одежда,Кроссовки,Онлайн,7,7053,58011,16889
2025-07-14,Приволжский,Самара,Одежда,Куртка,Онлайн,5,9893,58121,20313
2025-07-14,Центральный,Тула,Электроника,Наушники,Розница,6,5728,40382,12454
2025-07-14,Уральский,Екатеринбург,Одежда,Куртка,Розница,5,9008,52922,19847
2025-07-14,Приволжский,Самара,Книги,Учебник,Онлайн,8,1241,11665,3652
2025-07-14,Приволжский,Нижний Новгород,Книги,Роман,Розница,8,668,6279,1824
2025-07-14,Центральный,Тула,Бытовая техника,Пылесос,Розница,8,13014,122332,50447
2025-07-15,Уральский,Челябинск,Электроника,Наушники,Розница,4,6415,30150,11555
2025-07-15,Приволжский,Самара,Бытовая техника,Пылесос,Онлайн,4,12918,60715,24409
2025-07-15,Южный,Краснодар,Книги,Учебник,Онлайн,7,1235,10158,4477
2025-07-15,Южный,Сочи,Электроника,Ноутбук,Онлайн,5,80475,472791,191955
2025-07-15,Уральский,Екатеринбург,Электроника,Смартфон,Розница,6,45914,323694,75488
2025-07-16,Центральный,Воронеж,Бытовая техника,Холодильник,Онлайн,2,52738,123934,40271
2025-07-16,Южный,Краснодар,Электроника,Смартфон,Розница,2,47459,111529,41449
2025-07-16,Приволжский,Самара,Бытовая техника,Холодильник,Розница,2,48622,114262,23712
2025-07-16,Уральский,Челябинск,Электроника,Ноутбук,Розница,6,81114,571854,241185
2025-07-17,Приволжский,Самара,Бытовая техника,Пылесос,Онлайн,8,14604,137278,33586
2025-07-17,Центральный,Тула,Электроника,Наушники,Розница,4,5704,26809,9486
2025-07-17,Центральный,Тула,Бытовая техника,Пылесос,Розница,7,12622,103816,21782
2025-07-17,Южный,Сочи,Бытовая техника,Пылесос,Розница,4,15006,70528,28912
2025-07-17,Южный,Ростов-на-Дону,Книги,Роман,Розница,5,751,4412,1077
2025-07-18,Уральский,Челябинск,Книги,Роман,Розница,3,728,2566,830
2025-07-18,Уральский,Челябинск,Книги,Роман,Розница,1,720,846,342
2025-07-18,Приволжский,Казань,Книги,Роман,Онлайн,5,674,3960,1701
2025-07-18,Приволжский,Нижний Новгород,Бытовая техника,Пылесос,Онлайн,6,13864,97741,22639
2025-07-18,Южный,Сочи,Одежда,Кроссовки,Розница,4,6877,32322,11575
2025-07-19,Приволжский,Казань,Электроника,Наушники,Онлайн,4,6488,30494,6296
2025-07-19,Южный,Ростов-на-Дону,Бытовая техника,Холодильник,Онлайн,7,53227,437792,131295
2025-07-19,Центральный,Воронеж,Бытовая техника,Холодильник,Розница,1,54273,63771,21759
2025-07-19,Уральский,Екатеринбург,Бытовая техника,Холодильник,Розница,4,56639,266203,65658
2025-07-19,Южный,Ростов-на-Дону,Книги,Учебник,Онлайн,3,1184,4174,1663
2025-07-20,Приволжский,Самара,Бытовая техника,Пылесос,Онлайн,3,12681,44701,9207
2025-07-20,Уральский,Екатеринбург,Одежда,Футболка,Розница,8,1376,12934,4304
2025-07-20,Уральский,Екатеринбург,Книги,Учебник,Онлайн,5,1098,6451,2005
2025-07-20,Южный,Сочи,Книги,Учебник,Розница,1,1081,1270,411
2025-07-21,Уральский,Челябинск,Бытовая техника,Холодильник,Розница,3,49507,174512,56553
2025-07-21,Уральский,Екатеринбург,Электроника,Ноутбук,Онлайн,7,72412,595589,250618
2025-07-21,Приволжский,Самара,Одежда,Футболка,Розница,6,1628,11477,4353
2025-07-21,Южный,Ростов-на-Дону,Одежда,Кроссовки,Онлайн,3,7223,25461,5127
2025-07-22,Уральский,Екатеринбург,Бытовая техника,Холодильник,Розница,1,49191,57799,25491
2025-07-22,Приволжский,Нижний Новгород,Книги,Учебник,Онлайн,2,1319,3100,676
2025-07-22,Уральский,Челябинск,Книги,Учебник,Онлайн,8,1107,10406,2810
2025-07-22,Центральный,Воронеж,Электроника,Смартфон,Розница,5,42126,247490,100958
2025-07-22,Приволжский,Нижний Новгород,Электроника,Наушники,Розница,3,5900,20798,8960
2025-07-22,Центральный,Воронеж,Электроника,Ноутбук,Онлайн,2,76349,179420,54259
2025-07-23,Приволжский,Казань,Электроника,Ноутбук,Онлайн,8,77283,726460,153428
2025-07-23,Южный,Сочи,Книги,Учебник,Розница,3,1131,3987,1746
2025-07-23,Южный,Сочи,Электроника,Наушники,Онлайн,7,5511,45328,17506
2025-07-23,Уральский,Екатеринбург,Электроника,Смартфон,Онлайн,3,43997,155089,54188
2025-07-24,Южный,Краснодар,Книги,Учебник,Розница,3,1166,4110,1751
2025-07-24,Приволжский,Самара,Книги,Учебник,Онлайн,8,1144,10754,3225
2025-07-25,Южный,Ростов-на-Дону,Бытовая техника,Пылесос,Розница,7,12860,105774,34024
2025-07-25,Приволжский,Нижний Новгород,Бытовая техника,Пылесос,Розница,2,13414,31523,10739
2025-07-25,Южный,Сочи,Бытовая техника,Пылесос,Онлайн,4,14065,66106,24864
2025-07-25,Центральный,Москва,Электроника,Наушники,Розница,7,5896,48495,16189
2025-07-25,Южный,Краснодар,Электроника,Наушники,Онлайн,1,5537,6506,1852
2025-07-26,Уральский,Екатеринбург,Электроника,Ноутбук,Розница,5,75098,441201,118673
2025-07-26,Южный,Краснодар,Бытовая техника,Холодильник,Розница,3,47613,167836,34315
2025-07-26,Центральный,Воронеж,Электроника,Смартфон,Розница,7,41550,341749,139114
2025-07-27,Уральский,Челябинск,Одежда,Футболка,Розница,6,1557,10977,2297
2025-07-27,Южный,Сочи,Бытовая техника,Холодильник,Онлайн,1,48784,57321,14101
2025-07-27,Центральный,Москва,Книги,Роман,Онлайн,4,691,3248,953
2025-07-27,Центральный,Воронеж,Книги,Роман,Онлайн,8,689,6477,2726
2025-07-27,Уральский,Челябинск,Книги,Роман,Розница,8,712,6693,2675
2025-07-28,Южный,Сочи,Электроника,Наушники,Розница,7,6575,54079,12862
2025-07-28,Центральный,Воронеж,Книги,Учебник,Онлайн,8,1136,10678,4643
2025-07-29,Южный,Ростов-на-Дону,Электроника,Ноутбук,Розница,7,84071,691484,290952
2025-07-29,Уральский,Челябинск,Электроника,Смартфон,Розница,5,47036,276336,91934
2025-07-29,Приволжский,Нижний Новгород,Бытовая техника,Пылесос,Розница,8,12967,121890,45910
2025-07-29,Уральский,Челябинск,Книги,Роман,Розница,4,670,3149,827
2025-07-29,Приволжский,Казань,Бытовая техника,Холодильник,Розница,8,47849,449781,155626
2025-07-30,Приволжский,Казань,Электроника,Смартфон,Онлайн,6,48428,341417,123162
2025-07-30,Приволжский,Нижний Новгород,Электроника,Смартфон,Онлайн,6,44376,312851,92482
2025-07-30,Приволжский,Самара,Одежда,Кроссовки,Розница,6,7904,55723,14347
2025-07-30,Приволжский,Нижний Новгород,Электроника,Наушники,Розница,1,6512,7652,2606
2025-07-31,Центральный,Тула,Электроника,Наушники,Онлайн,1,6009,7061,2883
2025-07-31,Приволжский,Самара,Бытовая техника,Пылесос,Онлайн,8,14734,138500,45068
2025-08-01,Южный,Краснодар,Бытовая техника,Холодильник,Онлайн,4,51367,246562,85326
2025-08-01,Приволжский,Самара,Одежда,Кроссовки,Розница,3,6878,24761,8837
2025-08-01,Южный,Ростов-на-Дону,Бытовая техника,Холодильник,Розница,7,54987,461891,191916
2025-08-02,Уральский,Челябинск,Одежда,Куртка,Онлайн,8,8362,80275,35924
2025-08-02,Центральный,Воронеж,Одежда,Кроссовки,Онлайн,3,7401,26644,9370
2025-08-02,Приволжский,Нижний Новгород,Электроника,Наушники,Розница,5,5903,35418,8095
2025-08-02,Южный,Краснодар,Электроника,Ноутбук,Онлайн,3,81125,292050,98845
2025-08-02,Уральский,Челябинск,Книги,Роман,Розница,5,642,3852,1216
2025-08-03,Южный,Сочи,Электроника,Наушники,Онлайн,5,6026,36156,9427
2025-08-03,Центральный,Москва,Одежда,Куртка,Онлайн,5,9408,56448,11474
2025-08-03,Центральный,Воронеж,Одежда,Футболка,Онлайн,6,1387,9986,2605
2025-08-04,Южный,Ростов-на-Дону,Электроника,Ноутбук,Онлайн,6,85534,615845,153132
2025-08-04,Южный,Краснодар,Одежда,Футболка,Онлайн,3,1564,5630,1802
2025-08-04,Центральный,Воронеж,Бытовая техника,Пылесос,Розница,8,12874,123590,33628
2025-08-04,Центральный,Москва,Электроника,Ноутбук,Розница,3,77630,279468,94588
2025-08-04,Уральский,Челябинск,Одежда,Футболка,Розница,8,1541,14794,2972
2025-08-05,Приволжский,Казань,Бытовая техника,Пылесос,Онлайн,8,12962,124435,34079
2025-08-05,Приволжский,Самара,Книги,Роман,Онлайн,3,762,2743,981
2025-08-05,Уральский,Екатеринбург,Электроника,Ноутбук,Розница,5,70828,424968,174948
2025-08-05,Южный,Краснодар,Одежда,Кроссовки,Розница,8,6792,65203,27012
2025-08-05,Центральный,Воронеж,Одежда,Куртка,Онлайн,3,9574,34466,11298
2025-08-06,Южный,Сочи,Электроника,Ноутбук,Розница,8,79140,759744,234426
2025-08-06,Уральский,Челябинск,Бытовая техника,Холодильник,Онлайн,8,54721,525322,148768
2025-08-06,Южный,Сочи,Книги,Учебник,Онлайн,4,1296,6221,2272
2025-08-06,Уральский,Челябинск,Электроника,Смартфон,Розница,1,45648,54778,13747
2025-08-06,Центральный,Тула,Электроника,Смартфон,Розница,1,49116,58939,18835
2025-08-06,Центральный,Москва,Бытовая техника,Холодильник,Розница,5,54982,329892,128222
2025-08-07,Южный,Краснодар,Электроника,Ноутбук,Онлайн,1,75503,90604,36683
2025-08-07,Южный,Краснодар,Одежда,Куртка,Розница,2,9864,23674,7447
2025-08-08,Приволжский,Самара,Электроника,Смартфон,Онлайн,5,49069,294414,82538
2025-08-08,Южный,Сочи,Электроника,Наушники,Онлайн,1,5758,6910,2939
2025-08-08,Уральский,Челябинск,Одежда,Кроссовки,Онлайн,2,6828,16387,6392
2025-08-09,Уральский,Екатеринбург,Одежда,Куртка,Розница,6,8937,64346,22407
2025-08-09,Центральный,Воронеж,Бытовая техника,Холодильник,Онлайн,5,52562,315372,95702
2025-08-09,Приволжский,Нижний Новгород,Бытовая техника,Пылесос,Онлайн,7,13849,116332,27737
2025-08-09,Приволжский,Самара,Бытовая техника,Холодильник,Онлайн,7,56798,477103,148480
2025-08-09,Центральный,Воронеж,Одежда,Футболка,Розница,3,1350,4860,1053
2025-08-10,Южный,Ростов-на-Дону,Книги,Учебник,Онлайн,4,1220,5856,1888
2025-08-10,Приволжский,Нижний Новгород,Электроника,Ноутбук,Онлайн,2,76367,183281,76842
2025-08-10,Южный,Краснодар,Бытовая техника,Пылесос,Розница,6,14378,103522,21231
2025-08-10,Южный,Сочи,Одежда,Кроссовки,Онлайн,4,7440,35712,10718
2025-08-11,Центральный,Тула,Книги,Роман,Розница,1,724,869,301
2025-08-11,Уральский,Екатеринбург,Электроника,Наушники,Розница,1,6471,7765,1910
2025-08-11,Центральный,Воронеж,Книги,Учебник,Онлайн,7,1123,9433,2434
2025-08-12,Уральский,Челябинск,Бытовая техника,Пылесос,Розница,1,13220,15864,7060
